"_time",Image,CommandLine,ParentImage
"2026-05-18T15:54:10.801+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:54:10.034+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:54:09.267+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:54:07.490+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:12.137+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:11.381+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:10.780+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:10.017+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:09.253+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:08.032+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_xpay_wallet.mojom.EdgeXPayWalletService --lang=en-US --service-sandbox-type=utility --ram-no-pressure-read-main-dll --metrics-shmem-handle=5880,i,16559226111324294212,10106473509588289180,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709014423126964 --mojo-platform-channel-handle=4760 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:53:07.482+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:53:06.319+0400","C:\Users\victim-user\Downloads\WindowsUpdate (3).exe","""C:\Users\victim-user\Downloads\WindowsUpdate (3).exe""","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:52:12.204+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:52:11.447+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:52:10.773+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:52:10.011+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:52:09.252+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:52:07.475+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:59.654+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --ram-no-pressure-read-main-dll --metrics-shmem-handle=6200,i,12977867885136080720,9810974143539700341,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709013486085115 --mojo-platform-channel-handle=6164 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:51:22.814+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=6456,i,14931708557524624609,11695335199496869581,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709012549043266 --mojo-platform-channel-handle=7480 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:51:12.202+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:11.439+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:10.686+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:10.018+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:09.255+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:51:07.480+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:56.709+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=5808,i,18171911480046635061,15935898646297575750,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=5100 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:50:51.354+0400","C:\Windows\System32\reg.exe","""C:\Windows\system32\reg.exe"" add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer /v SmartScreenEnabled /t REG_SZ /d Off /f","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"2026-05-18T15:50:39.331+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=7156,i,6611463780345095484,4766150866083225944,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709009737917719 --mojo-platform-channel-handle=5800 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:50:33.272+0400","C:\Program Files\Windows Defender\MpCmdRun.exe","""C:\Program Files\Windows Defender\MpCmdRun.exe"" GetDeviceTicket -AccessKey 5304E6AB-2A68-EE62-E8F8-8CB6218CEC60","C:\Program Files\Windows Defender\MsMpEng.exe"
"2026-05-18T15:50:27.506+0400","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe""","C:\Windows\explorer.exe"
"2026-05-18T15:50:26.189+0400","C:\Windows\System32\ctfmon.exe","/QuitInfo:0000000000000210;00000000000001D8;","C:\Windows\System32\svchost.exe"
"2026-05-18T15:50:25.607+0400","C:\Windows\System32\consent.exe","consent.exe 5372 604 000002159710DCC0","C:\Windows\System32\svchost.exe"
"2026-05-18T15:50:12.273+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:11.515+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:10.760+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:10.008+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:09.257+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:50:07.469+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:18.382+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:49:18.348+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly","C:\Windows\System32\svchost.exe"
"2026-05-18T15:49:12.274+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:11.520+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:10.753+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:10.000+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:09.247+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:49:07.472+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:48:48.288+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:48:47.844+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=7196,i,6294212477650492048,5160168605450923621,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709007863834021 --mojo-platform-channel-handle=7224 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:48:43.441+0400","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k GPSvcGroup","C:\Windows\System32\services.exe"
"2026-05-18T15:48:43.145+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:48:43.097+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly","C:\Windows\System32\svchost.exe"
"2026-05-18T15:48:42.361+0400","C:\Windows\System32\SearchProtocolHost.exe","""C:\Windows\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10014_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10014 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""","-"
"2026-05-18T15:48:41.896+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --skip-read-main-dll --metrics-shmem-handle=6036,i,4712457454982716427,17123034732899957354,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709006926792172 --mojo-platform-channel-handle=6252 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:48:30.189+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:48:29.647+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=5928,i,16473667187379680171,6031826159919017342,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709005989750323 --mojo-platform-channel-handle=6304 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:48:27.805+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --ram-no-pressure-read-main-dll --metrics-shmem-handle=6304,i,11514739166163806258,4115239543761698149,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709005052708474 --mojo-platform-channel-handle=7316 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:48:13.008+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:48:12.535+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:48:11.724+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:48:11.663+0400","C:\Windows\System32\SearchProtocolHost.exe","""C:\Windows\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe3_ Global\UsGthrCtrlFltPipeMssGthrPipe3 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""","-"
"2026-05-18T15:48:11.591+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=7280,i,4437555501225528864,4241448822536431855,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709004115666625 --mojo-platform-channel-handle=7300 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:48:11.573+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_collections.mojom.CollectionsDataManager --lang=en-US --service-sandbox-type=collections --skip-read-main-dll --metrics-shmem-handle=6880,i,406166474152503034,10421906296133305705,524288 --field-trial-handle=2032,i,7213302918111893990,15589333102086476582,262144 --variations-seed-version --pseudonymization-salt-handle=2052,i,2852906846398171401,3901529843478599768,4 --trace-process-track-uuid=3190709002241582927 --mojo-platform-channel-handle=7044 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
