"_time",Image,CommandLine,ParentImage
"2026-05-18T15:31:09.827+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:31:09.100+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:31:07.386+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:47.752+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T15:30:12.063+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:11.321+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:10.584+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:09.817+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:09.105+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:30:07.372+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:26.059+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T15:29:12.070+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:11.316+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:10.564+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:09.816+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:09.082+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:29:07.362+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:13.482+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.5074 --gpu-preferences=SAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAEIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --ram-no-pressure-read-main-dll --metrics-shmem-handle=1596,i,1994105647107615566,4534027348925727287,262144 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190709006926792172 --mojo-platform-channel-handle=3436 /prefetch:10","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:28:12.062+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:11.313+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:10.566+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:09.815+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:09.082+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:28:07.378+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:30.136+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:27:30.115+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly","C:\Windows\System32\svchost.exe"
"2026-05-18T15:27:18.775+0400","C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --skip-read-main-dll --metrics-shmem-handle=6120,i,702079778612950260,6436183132421178757,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190709005052708474 --mojo-platform-channel-handle=6124 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:27:18.763+0400","C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --skip-read-main-dll --metrics-shmem-handle=6120,i,702079778612950260,6436183132421178757,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190709005052708474 --mojo-platform-channel-handle=6124 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:27:13.829+0400","C:\Windows\System32\SearchProtocolHost.exe","""C:\Windows\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10012_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10012 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""","-"
"2026-05-18T15:27:13.569+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --skip-read-main-dll --metrics-shmem-handle=7256,i,8866783142802917872,9822979944331377467,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190709001304541078 --mojo-platform-channel-handle=3404 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:27:12.078+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:11.313+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:10.550+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:09.801+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:09.086+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:07.371+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:27:00.208+0400","C:\Windows\System32\SearchProtocolHost.exe","""C:\Windows\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe1_ Global\UsGthrCtrlFltPipeMssGthrPipe1 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""","-"
"2026-05-18T15:27:00.076+0400","C:\Windows\System32\SecurityHealthHost.exe","\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:26:58.626+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=4836,i,10569267942232246745,5076497445028078376,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190709000367499229 --mojo-platform-channel-handle=4860 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:58.625+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_collections.mojom.CollectionsDataManager --lang=en-US --service-sandbox-type=collections --ram-no-pressure-read-main-dll --metrics-shmem-handle=5740,i,3204337597778696593,5103688264819623815,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708998493415531 --mojo-platform-channel-handle=3624 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:43.525+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=chrome.mojom.UtilWin --lang=en-US --service-sandbox-type=none --message-loop-type-ui --skip-read-main-dll --metrics-shmem-handle=5612,i,14243318772703072777,14429659095755766039,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708997556373682 --mojo-platform-channel-handle=1532 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:43.121+0400","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalService -p -s CaptureService","C:\Windows\System32\services.exe"
"2026-05-18T15:26:42.905+0400","C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2307.52.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe","""C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2307.52.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe"" ms-screenclip:///?source=HotKey","C:\Windows\explorer.exe"
"2026-05-18T15:26:19.050+0400","C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --skip-read-main-dll --metrics-shmem-handle=6324,i,14466739921776757579,737916585634551270,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=6288 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:19.005+0400","C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --skip-read-main-dll --metrics-shmem-handle=6324,i,14466739921776757579,737916585634551270,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=6288 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:18.668+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=entity_extraction_service.mojom.Extractor --lang=en-US --service-sandbox-type=entity_extraction --onnx-enabled-for-ee --skip-read-main-dll --metrics-shmem-handle=4964,i,1374013959007990859,6356611986633537892,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=4996 /prefetch:14","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:14.394+0400","C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\elevation_service.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\148.0.3967.70\elevation_service.exe""","C:\Windows\System32\services.exe"
"2026-05-18T15:26:13.812+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --startup-read-main-dll --metrics-shmem-handle=2388,i,5851114175001004209,2643662919668603038,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2436 /prefetch:13","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:13.808+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1896,i,7039240543595008011,2016769262354840841,262144 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2220 /prefetch:2","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:13.753+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --startup-read-main-dll --metrics-shmem-handle=2164,i,3670316422402562575,4728021027659167759,524288 --field-trial-handle=2156,i,7643114394159454645,6804583542777888303,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7830542821644568217,16829750889399988697,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2304 /prefetch:11","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:13.290+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\victim-user\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\victim-user\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=148.0.7778.168 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=148.0.3967.70 --initial-client-data=0x2f8,0x2fc,0x300,0x2f4,0x308,0x7ff907955d58,0x7ff907955d64,0x7ff907955d70","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026-05-18T15:26:12.425+0400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --profile-directory=Default","C:\Windows\explorer.exe"
"2026-05-18T15:26:12.269+0400","C:\Windows\System32\smartscreen.exe","C:\Windows\System32\smartscreen.exe -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T15:26:12.161+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:26:11.379+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:26:10.617+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:26:09.977+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:26:09.222+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:26:07.368+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:12.177+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:11.408+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:10.737+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:09.982+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:09.220+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:25:07.370+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:12.072+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:11.395+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:10.736+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:09.969+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:09.207+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:24:07.369+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:12.098+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:11.398+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:10.706+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:09.951+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:09.191+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:23:07.349+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:22:58.068+0400","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k CameraMonitor","C:\Windows\System32\services.exe"
"2026-05-18T15:22:12.078+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:22:11.387+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:22:10.696+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:22:09.944+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
